datetime,tempC,tempF,humidityP
2025-04-08 00:01:23.111194,22.575341420614947,72.68368047608149,33.4050507362478
2025-04-08 00:06:23.253203,22.60204470893416,72.68368047608149,33.307392996108945
2025-04-08 00:11:23.375001,22.60204470893416,72.73655298695354,33.29365987640192
2025-04-08 00:16:23.490010,22.60204470893416,72.68368047608149,33.31807431143663
2025-04-08 00:21:23.604267,22.60204470893416,72.68368047608149,33.32112611581597
2025-04-08 00:26:23.723559,22.61539635309377,72.68368047608149,33.29365987640192
2025-04-08 00:31:23.843163,22.61539635309377,72.68368047608149,33.29060807202258
2025-04-08 00:36:23.964179,22.61539635309377,72.68368047608149,33.2341496910048
2025-04-08 00:41:24.079661,22.575341420614947,72.6356145571069,33.25703822384985
2025-04-08 00:46:24.194717,22.631418326085296,72.73655298695354,33.10749980926222
2025-04-08 00:51:24.316148,22.575341420614947,72.60677500572214,33.302815289539936
2025-04-08 00:56:24.436103,22.61539635309377,72.70771343556879,33.20668345159075
2025-04-08 01:01:24.556275,22.61539635309377,72.76058594644084,33.15175097276264
2025-04-08 01:06:24.675543,22.60204470893416,72.65964751659419,33.23109788662546
2025-04-08 01:11:24.794760,22.61539635309377,72.68368047608149,33.29365987640192
2025-04-08 01:16:24.912733,22.631418326085296,72.76058594644084,33.20820935378042
2025-04-08 01:21:25.034222,22.64476997024491,72.78461890592814,33.224994277866784
2025-04-08 01:26:25.154424,22.631418326085296,72.76058594644084,33.267719539177534
2025-04-08 01:31:25.275909,22.60204470893416,72.68368047608149,33.36385137712672
2025-04-08 01:36:25.393451,22.65812161440452,72.78461890592814,33.25398641947051
2025-04-08 01:41:25.509352,22.588693064774542,72.70771343556879,33.37758449683375
2025-04-08 01:46:25.632659,22.61539635309377,72.68368047608149,33.4905012588693
2025-04-08 01:51:25.749958,22.714198519874884,72.90959029526206,33.39894712748912
2025-04-08 01:56:25.866789,22.68749523155566,72.78461890592814,33.4401464866102
2025-04-08 02:01:25.987832,22.588693064774542,72.68368047608149,33.6568245975433
2025-04-08 02:06:26.104092,22.65812161440452,72.83749141680019,33.53627832455939
2025-04-08 02:11:26.221401,22.60204470893416,72.76058594644084,33.633936064698254
2025-04-08 02:16:26.338918,22.65812161440452,72.80865186541544,33.62478065156024
2025-04-08 02:21:26.465266,22.631418326085296,72.76058594644084,33.714808880750745
2025-04-08 02:26:26.583512,22.64476997024491,72.78461890592814,33.756008239871825
2025-04-08 02:31:26.711903,22.64476997024491,72.73655298695354,33.794155794613566
2025-04-08 02:36:26.830658,22.64476997024491,72.80865186541544,33.797207598992905
2025-04-08 02:41:26.947817,22.61539635309377,72.70771343556879,33.884184023804075
2025-04-08 02:46:27.066521,22.631418326085296,72.76058594644084,33.80788891432059
2025-04-08 02:51:27.185377,22.68749523155566,72.80865186541544,33.85214007782101
2025-04-08 02:56:27.306743,22.67147325856413,72.80865186541544,33.87502861066606
2025-04-08 03:00:37.480099,22.65812161440452,72.80865186541544,33.89028763256275
2025-04-08 03:05:54.063246,22.714198519874884,72.86152437628749,33.85214007782101
2025-04-08 03:10:56.513417,22.70084687571527,72.83749141680019,33.86587319752804
2025-04-08 03:15:56.679997,22.65812161440452,72.78461890592814,33.99099717708095
2025-04-08 03:20:56.886503,22.64476997024491,72.78461890592814,34.018463416495
2025-04-08 03:25:57.026892,22.67147325856413,72.83749141680019,33.971160448615244
2025-04-08 03:30:57.176088,22.70084687571527,72.83749141680019,33.95742732890822
2025-04-08 03:35:57.315145,22.61539635309377,72.73655298695354,34.08102540627146
2025-04-08 03:40:57.456023,22.631418326085296,72.78461890592814,34.004730296787976
2025-04-08 03:45:57.593327,22.64476997024491,72.78461890592814,33.968108644235905
2025-04-08 03:50:57.726113,22.631418326085296,72.73655298695354,34.0688181887541
2025-04-08 03:55:57.858478,22.64476997024491,72.80865186541544,33.94369420920119
2025-04-08 04:00:57.992597,22.65812161440452,72.78461890592814,33.98184176394293
2025-04-08 04:05:58.121887,22.65812161440452,72.86152437628749,33.98184176394293
2025-04-08 04:10:58.249376,22.65812161440452,72.78461890592814,33.98184176394293
2025-04-08 04:15:58.385317,22.631418326085296,72.70771343556879,34.04135194934005
2025-04-08 04:20:58.508013,22.65812161440452,72.80865186541544,33.98184176394293
2025-04-08 04:25:58.636948,22.61539635309377,72.70771343556879,34.094758525978484
2025-04-08 04:30:58.768357,22.61539635309377,72.76058594644084,34.044403753719386
2025-04-08 04:35:58.904442,22.64476997024491,72.76058594644084,34.02761882963302
2025-04-08 04:40:59.030631,22.67147325856413,72.76058594644084,33.95437552452888
2025-04-08 04:45:59.162029,22.60204470893416,72.68368047608149,34.04135194934005
2025-04-08 04:50:59.290888,22.61539635309377,72.65964751659419,34.02609292744335
2025-04-08 04:55:59.416454,22.60204470893416,72.70771343556879,33.963530937666896
2025-04-08 05:00:59.537631,22.64476997024491,72.78461890592814,33.84908827344167
2025-04-08 05:05:59.664701,22.714198519874884,72.96246280613414,33.710231174181736
2025-04-08 05:10:59.791633,22.64476997024491,72.73655298695354,33.83382925154498
2025-04-08 05:15:59.921405,22.588693064774542,72.60677500572214,33.82925154497597
2025-04-08 05:21:00.048000,22.60204470893416,72.68368047608149,33.72854200045777
2025-04-08 05:26:00.168852,22.64476997024491,72.76058594644084,33.70260166323339
2025-04-08 05:31:00.300013,22.67147325856413,72.78461890592814,33.63851377126726
2025-04-08 05:36:00.419044,22.588693064774542,72.70771343556879,33.714808880750745
2025-04-08 05:41:00.542290,22.575341420614947,72.68368047608149,33.72549019607843
2025-04-08 05:46:00.663438,22.55931944762341,72.6356145571069,33.72549019607843
2025-04-08 05:51:00.786108,22.55931944762341,72.6356145571069,33.69649805447471
2025-04-08 05:56:01.122543,22.60204470893416,72.70771343556879,33.673609521629665
2025-04-08 06:01:01.244145,22.61539635309377,72.73655298695354,33.62325474937057
2025-04-08 06:06:01.363773,22.575341420614947,72.65964751659419,33.670557717250325
2025-04-08 06:11:01.487680,22.55931944762341,72.6356145571069,33.72091248950942
2025-04-08 06:16:01.615636,22.575341420614947,72.70771343556879,33.633936064698254
2025-04-08 06:21:01.747491,22.55931944762341,72.68368047608149,33.669031815060656
2025-04-08 06:26:01.869295,22.55931944762341,72.6356145571069,33.64309147783627
2025-04-08 06:31:01.992707,22.631418326085296,72.76058594644084,33.517967498283355
2025-04-08 06:36:02.115072,22.64476997024491,72.73655298695354,33.50423437857633
2025-04-08 06:41:02.244141,22.55931944762341,72.60677500572214,33.61562523842222
2025-04-08 06:46:02.370800,22.55931944762341,72.60677500572214,33.57747768368047
2025-04-08 06:51:02.494686,22.61539635309377,72.78461890592814,33.49202716105897
2025-04-08 06:56:02.615403,22.60204470893416,72.76058594644084,33.45387960631723
2025-04-08 07:01:02.736473,22.64476997024491,72.80865186541544,33.40962844281681
2025-04-08 07:06:02.857701,22.67147325856413,72.80865186541544,33.34096284428168
2025-04-08 07:11:02.984670,22.799649042496384,73.06820782787824,33.0281528953994
2025-04-08 07:16:03.104804,22.799649042496384,73.06820782787824,32.99610894941634
2025-04-08 07:21:03.228724,22.885099565117883,73.19317921721219,32.846570534828714
2025-04-08 07:26:03.352396,22.901121538109408,73.24605172808424,32.61768520637827
2025-04-08 07:31:03.477616,22.983901731898985,73.44792858777751,32.295719844357976
2025-04-08 07:36:03.600834,22.983901731898985,73.44792858777751,32.15533684290837
2025-04-08 07:41:03.722615,23.08270389868009,73.54886701762416,31.830319676508733
2025-04-08 07:46:03.852017,23.19485770962082,73.77477683680476,31.42595559624628
2025-04-08 07:51:03.973268,23.22423132677196,73.85168230716411,31.20164797436484
2025-04-08 07:56:04.096839,23.181506065461207,73.77477683680476,31.139085984588387
2025-04-08 08:01:04.219632,23.381780727855343,74.13527122911422,30.695048447394523
2025-04-08 08:06:04.343781,23.49393453879607,74.31311512932021,30.377660791943235
2025-04-08 08:11:04.464908,23.60608834973678,74.49095902952621,30.11215381094072
2025-04-08 08:16:04.589310,23.6194399938964,74.49095902952621,29.95345998321508
2025-04-08 08:21:04.713328,23.817044327458603,74.89471274891278,29.48195620660716
2025-04-08 08:26:04.834626,23.64881361104753,74.59189745937286,29.54146639200428
2025-04-08 08:31:04.959099,23.662165255207142,74.59189745937286,29.18745708400092
2025-04-08 08:36:05.090716,23.88647287708858,74.99565117875945,28.55573357747768
2025-04-08 08:41:05.222696,23.987945372701603,75.23117418173496,27.9621576256962
2025-04-08 08:46:05.349114,24.56740672922865,76.19729915312428,26.85435263599604
2025-04-08 08:51:05.474923,24.86381322957199,76.72602426184483,26.259250782024875
2025-04-08 08:56:05.602728,25.229648279545287,77.36530098420691,25.89303425650416
2025-04-08 09:01:05.730089,25.539406424048224,77.99977111467155,25.470359349965666
2025-04-08 09:06:05.855996,25.710307469291223,78.30739299610894,24.875257495994507
2025-04-08 09:11:05.982859,26.006713969634543,78.8361181048295,24.47394522011139
2025-04-08 09:16:06.115535,26.44464789806973,79.55230029755094,23.666742961776148
2025-04-08 09:21:06.241983,26.855878538185703,80.39345387960631,23.12809948882277
2025-04-08 09:26:06.368648,32.66384374761577,90.77088578622109,17.602807660028994
2025-04-08 09:31:06.494223,34.530403601129166,94.1547264820325,16.017395284962234
2025-04-08 09:36:06.619744,35.336842908369576,95.60631723506523,15.414663920042726
2025-04-08 09:41:06.749584,35.619897764553286,96.11581597619592,15.048447394522013
2025-04-08 09:46:06.875492,36.3408865491722,97.46646829938204,14.58457312886244
2025-04-08 09:51:07.006379,36.3408865491722,97.46646829938204,14.525062943465326
2025-04-08 09:56:07.138371,37.133974212252994,98.8651865415427,14.044403753719386
2025-04-08 10:01:07.261775,37.34493018997482,99.27374685282676,13.81551842526894
2025-04-08 10:06:07.383913,37.61463340199893,99.70634012359808,13.550011444266422
2025-04-08 10:11:07.508198,37.38765545128557,99.27374685282676,13.719386587319754
2025-04-08 10:16:07.632705,37.98313878080416,100.39368276493477,13.26161593041886
2025-04-08 10:21:07.755375,38.10864423590448,100.57152666514077,13.153276874952317
2025-04-08 10:26:07.886798,37.91103990234225,100.18699931334402,13.339436942092012
2025-04-08 10:31:08.011683,34.658579385061415,94.38544289311056,14.96452277409018
2025-04-08 10:36:08.136301,33.06172274357215,91.4582284275578,16.049439230945296
2025-04-08 10:41:08.265098,37.06454566262303,98.71618219272146,13.595788509956511
2025-04-08 10:46:08.395698,37.44373235675593,99.42275120164798,13.276874952315556
2025-04-08 10:51:08.527765,37.74280918593118,99.96108949416345,13.174639505607692
2025-04-08 10:56:08.651478,38.0258640421149,100.4705882352941,12.913710231174184
2025-04-08 11:01:08.781983,36.48241397726406,97.66834515907532,13.528648813611047
2025-04-08 11:06:08.909342,32.97627222095065,91.43419546807051,15.73052567330434
2025-04-08 11:11:09.034752,31.9829098954757,89.56923781185625,16.33478294041352
2025-04-08 11:16:09.168880,31.51827267872129,88.70405127031358,16.719310292210267
2025-04-08 11:21:09.296195,30.981536583505005,87.76676585030901,17.367818722819866
2025-04-08 11:26:09.425693,32.127107652399474,89.85282673380635,16.57587548638132
2025-04-08 11:31:09.552213,30.428778515297168,86.74776836804762,17.593652246890976
2025-04-08 11:36:09.677635,30.036240177004643,86.08926527809567,17.95071335927367
2025-04-08 11:41:09.816053,29.41405355916686,84.91645685511557,18.26199740596628
